feature,importance
mission_id_mean,0.03742270294196116
last_t_span,0.03715165794421751
c_cndot_r_mean,0.03686273529918541
c_crdot_r_min,0.03622094734932802
c_ctdot_rdot_std,0.03393980939825226
c_crdot_t_min,0.032796531004825415
last_c_cr_area_over_mass,0.03155531106799917
c_cndot_r_std,0.03049836861925282
t_sigma_n_mean,0.029103645066203297
t_sedr_max,0.028746466548943223
last_c_crdot_n,0.028705335203144573
relative_speed_std,0.028397472709492097
F3M_max,0.028120117361827825
relative_velocity_r_max,0.027944016709411292
c_cr_area_over_mass_min,0.027785868767576275
c_residuals_accepted_max,0.027002026003288774
c_j2k_inc_mean,0.02695800688112219
t_cndot_n_max,0.026492065332578266
t_position_covariance_det_mean,0.02608558316520962
t_crdot_n_max,0.02562135086613638
c_j2k_sma_mean,0.02490578709687292
c_sigma_r_max,0.024594527931073456
t_crdot_t_std,0.024005882105464307
t_cndot_n_min,0.023863114110615143
t_h_per_max,0.023101279564826546
c_weighted_rms_min,0.022621678081492465
c_cndot_rdot_max,0.02180789886184257
last_c_j2k_inc,0.021309680161047003
relative_position_t_delta,0.020990415086074556
c_cr_area_over_mass_std,0.020355466084862613
t_sigma_tdot_delta,0.017047396906002175
last_t_position_covariance_det,0.016538709309831295
c_ctdot_n_std,0.01629015598812309
t_recommended_od_span_min,0.01519796054548269
relative_speed_delta,0.014772800568972561
c_position_covariance_det_delta,0.014378332656963021
F3M_std,0.013855915905800695
t_ct_r_max,0.01172575520586522
last_c_cd_area_over_mass,0.011102149769504023
t_j2k_ecc_delta,0.010880068217013962
c_ctdot_t_min,0.010599831588787864
c_ctdot_t_max,0.009292507139316624
relative_velocity_t_delta,0.008485486785015185
relative_velocity_t_min,0.00847996240851774
last_t_sedr,0.00781495876023819
relative_velocity_r_delta,0.002129556827260493
c_object_type,0.0019073258983744515
relative_speed_min,0.0012039803762844278
last_F3M,0.0008562607284755678
c_time_lastob_start_std,0.0008266362498954335
t_residuals_accepted_delta,0.0
relative_position_r_delta,0.0
relative_position_t_min,0.0
relative_position_t_max,0.0
mission_id_delta,0.0
relative_position_n_mean,0.0
relative_velocity_r_std,0.0
relative_velocity_r_mean,0.0
last_t_weighted_rms,0.0
miss_distance_delta,0.0
relative_position_n_min,0.0
last_t_residuals_accepted,0.0
t_rcs_estimate_delta,0.0
last_t_obs_used,0.0
t_sigma_rdot_min,0.0
relative_velocity_n_delta,0.0
t_time_lastob_start_delta,0.0
t_time_lastob_end_delta,0.0
last_t_cr_area_over_mass,0.0
t_recommended_od_span_delta,0.0
relative_position_n_max,0.0
t_obs_available_delta,0.0
t_obs_used_delta,0.0
c_sigma_rdot_mean,0.0
AP_mean,0.0
AP_max,0.0
c_sigma_ndot_std,0.0
c_sigma_rdot_min,0.0
t_recommended_od_span_max,0.0
last_t_ct_r,0.0
t_sigma_tdot_min,0.0
t_sigma_tdot_max,0.0
t_recommended_od_span_mean,0.0
t_time_lastob_end_max,0.0
t_time_lastob_end_min,0.0
t_time_lastob_end_std,0.0
t_actual_od_span_mean,0.0
t_sigma_ndot_mean,0.0
t_sigma_ndot_std,0.0
t_sigma_ndot_min,0.0
t_sigma_ndot_max,0.0
t_time_lastob_end_mean,0.0
relative_velocity_t_std,0.0
c_sigma_ndot_max,0.0
F10_mean,0.0
F10_std,0.0
t_time_lastob_start_max,0.0
F10_max,0.0
t_time_lastob_start_min,0.0
t_time_lastob_start_std,0.0
t_time_lastob_start_mean,0.0
SSN_mean,0.0
SSN_std,0.0
t_ct_r_delta,0.0
SSN_max,0.0
c_sigma_rdot_std,0.0
AP_std,0.0
relative_position_r_max,0.0
t_ctdot_t_delta,0.0
last_t_recommended_od_span,0.0
c_span_delta,0.0
azimuth_delta,0.0
geocentric_latitude_delta,0.0
c_h_per_delta,0.0
c_h_apo_delta,0.0
t_h_per_delta,0.0
t_h_apo_delta,0.0
t_span_delta,0.0
t_cn_t_delta,0.0
c_cndot_tdot_delta,0.0
mission_id_std,0.0
mission_id_min,0.0
c_cndot_t_delta,0.0
c_cndot_r_delta,0.0
mission_id_max,0.0
last_t_sigma_rdot,0.0
last_relative_position_t,0.0
t_position_covariance_det_delta,0.0
t_sigma_r_delta,0.0
c_sigma_r_delta,0.0
t_sigma_t_delta,0.0
last_relative_position_r,0.0
t_sigma_n_delta,0.0
mission_id,0.0
c_sigma_rdot_delta,0.0
c_sigma_tdot_delta,0.0
last_AP,0.0
c_sigma_ndot_delta,0.0
F10_delta,0.0
F3M_delta,0.0
last_F10,0.0
last_c_sigma_rdot,0.0
c_ctdot_n_delta,0.0
risk_std,0.0
c_crdot_n_delta,0.0
c_actual_od_span_delta,0.0
t_crdot_r_delta,0.0
last_t_time_lastob_end,0.0
t_crdot_n_delta,0.0
t_ctdot_r_delta,0.0
t_actual_od_span_std,0.0
relative_position_r_std,0.0
t_ctdot_rdot_delta,0.0
t_cndot_r_delta,0.0
t_cndot_t_delta,0.0
last_t_time_lastob_start,0.0
t_cndot_tdot_delta,0.0
c_time_lastob_start_delta,0.0
c_time_lastob_end_delta,0.0
c_recommended_od_span_delta,0.0
last_c_span,0.0
last_azimuth,0.0
c_obs_used_delta,0.0
c_residuals_accepted_delta,0.0
c_weighted_rms_delta,0.0
c_rcs_estimate_delta,0.0
last_t_h_apo,0.0
miss_distance_std,0.0
last_relative_velocity_n,0.0
c_j2k_sma_delta,0.0
last_relative_velocity_t,0.0
c_j2k_inc_delta,0.0
c_ct_r_delta,0.0
last_relative_position_n,0.0
c_cn_t_delta,0.0
c_crdot_r_delta,0.0
t_sigma_rdot_std,0.0
c_sigma_n_mean,0.0
last_t_crdot_r,0.0
c_ctdot_t_std,0.0
c_ctdot_rdot_min,0.0
t_ctdot_n_max,0.0
t_ctdot_rdot_mean,0.0
c_ctdot_n_max,0.0
last_c_obs_used,0.0
c_ctdot_n_mean,0.0
last_c_ctdot_t,0.0
t_ctdot_n_std,0.0
t_ctdot_rdot_min,0.0
last_c_residuals_accepted,0.0
last_c_ctdot_r,0.0
t_cndot_r_std,0.0
t_cndot_r_max,0.0
c_crdot_n_min,0.0
last_c_obs_available,0.0
t_ctdot_n_mean,0.0
c_crdot_n_mean,0.0
t_ctdot_r_min,0.0
c_cndot_tdot_std,0.0
c_cndot_tdot_mean,0.0
c_cndot_rdot_min,0.0
t_ctdot_r_std,0.0
last_c_recommended_od_span,0.0
c_cndot_n_max,0.0
c_cndot_n_std,0.0
t_ctdot_t_max,0.0
c_cndot_n_mean,0.0
t_ctdot_t_mean,0.0
t_ctdot_t_min,0.0
c_cndot_t_std,0.0
c_cndot_t_mean,0.0
c_cndot_r_max,0.0
c_crdot_n_std,0.0
last_c_crdot_r,0.0
t_actual_od_span_min,0.0
c_residuals_accepted_mean,0.0
last_c_weighted_rms,0.0
c_obs_available_min,0.0
c_obs_used_std,0.0
c_j2k_ecc_min,0.0
c_j2k_ecc_std,0.0
c_j2k_ecc_mean,0.0
c_residuals_accepted_std,0.0
c_j2k_inc_max,0.0
c_j2k_sma_std,0.0
c_residuals_accepted_min,0.0
c_rcs_estimate_std,0.0
c_cd_area_over_mass_mean,0.0
c_sedr_std,0.0
c_cd_area_over_mass_std,0.0
c_actual_od_span_std,0.0
c_actual_od_span_mean,0.0
t_cndot_t_min,0.0
c_cn_t_max,0.0
last_t_sigma_ndot,0.0
c_crdot_t_mean,0.0
t_cndot_n_mean,0.0
t_cndot_n_std,0.0
t_cndot_rdot_mean,0.0
c_crdot_r_mean,0.0
t_cndot_rdot_std,0.0
c_recommended_od_span_min,0.0
c_cn_t_std,0.0
t_cndot_tdot_std,0.0
c_cn_r_max,0.0
c_time_lastob_start_min,0.0
c_time_lastob_end_mean,0.0
c_time_lastob_end_std,0.0
c_cndot_tdot_min,0.0
c_cndot_tdot_max,0.0
t_span_mean,0.0
c_position_covariance_det_std,0.0
last_t_ctdot_rdot,0.0
t_residuals_accepted_max,0.0
t_rcs_estimate_min,0.0
t_cd_area_over_mass_std,0.0
t_sedr_mean,0.0
c_position_covariance_det_min,0.0
t_sedr_std,0.0
t_residuals_accepted_min,0.0
t_position_covariance_det_max,0.0
t_j2k_sma_std,0.0
t_position_covariance_det_std,0.0
t_j2k_ecc_max,0.0
t_j2k_inc_mean,0.0
mahalanobis_distance_min,0.0
c_sigma_r_mean,0.0
last_t_ctdot_n,0.0
t_span_std,0.0
t_obs_used_min,0.0
t_obs_available_mean,0.0
c_cd_area_over_mass_min,0.0
t_sigma_n_max,0.0
t_sigma_n_min,0.0
t_obs_available_std,0.0
t_obs_available_max,0.0
c_sigma_t_min,0.0
t_residuals_accepted_std,0.0
c_sigma_t_std,0.0
t_obs_used_max,0.0
t_sigma_t_max,0.0
t_residuals_accepted_mean,0.0
t_sigma_t_std,0.0
last_t_ctdot_t,0.0
last_t_cndot_tdot,0.0
t_j2k_inc_std,0.0
t_j2k_inc_max,0.0
t_crdot_n_std,0.0
t_crdot_r_max,0.0
t_h_per_min,0.0
t_crdot_t_mean,0.0
t_crdot_t_min,0.0
t_h_apo_max,0.0
t_crdot_t_max,0.0
t_crdot_n_min,0.0
last_c_cndot_r,0.0
c_span_max,0.0
c_span_min,0.0
c_span_std,0.0
c_span_mean,0.0
t_ctdot_r_mean,0.0
t_span_min,0.0
last_c_time_lastob_end,0.0
c_h_apo_std,0.0
c_h_apo_min,0.0
c_h_apo_max,0.0
t_cn_t_min,0.0
